DEPTH_ft,GR,RT,RHOB,NPHI,Hydrocarbon,Zone
2168,60.99,121.16,2.114,0.08,1,oil
2170,34.4,105.44,2.105,0.099,1,oil
2172,42.85,103.43,2.092,0.116,1,oil
2174,35.22,93.46,2.259,0.119,1,oil
2176,47.98,41.46,2.055,0.071,1,oil
2178,32.94,141.44,2.207,0.167,1,oil
2180,58.25,98.47,2.079,0.161,1,oil
2182,51.11,124.11,2.297,0.067,1,oil
2184,42.89,52.89,2.059,0.08,1,oil
2186,59.75,108.91,2.133,0.09,1,oil
2188,26.95,64.14,2.02,0.099,1,oil
2190,125.64,7.8,2.444,0.345,0,shale
2192,95.79,1.43,2.659,0.38,0,shale
2194,121.08,5.1,2.623,0.433,0,shale
2196,107.96,1.61,2.55,0.38,0,shale
2198,101.31,7.77,2.491,0.389,0,shale
2200,126.3,3.24,2.679,0.331,0,shale
2202,148.58,4.99,2.646,0.292,0,shale
2204,121.75,8.11,2.466,0.371,0,shale
2206,114.3,8.09,2.68,0.298,0,shale
2208,108.61,4.89,2.496,0.413,0,shale
2210,135.04,3.8,2.602,0.313,0,shale
2212,146.74,5.23,2.675,0.406,0,shale
2214,146.11,7.02,2.66,0.427,0,shale
2216,91.61,2.91,2.682,0.321,0,shale
2218,140.53,0.95,2.695,0.383,0,shale
2220,100.11,9.64,2.514,0.428,0,shale
2222,147.72,5.93,2.709,0.289,0,shale
2224,112.82,7.2,2.51,0.292,0,shale
2226,100.01,8.54,2.608,0.289,0,shale
2228,112.77,7.66,2.584,0.305,0,shale
2230,94.09,3.68,2.469,0.456,0,shale
2232,102.82,5.51,2.512,0.371,0,shale
2234,147.91,13.02,2.565,0.433,0,shale
2236,100.63,0.2,2.514,0.404,0,shale
2238,94.33,6.05,2.614,0.413,0,shale
2240,102.44,4.86,2.611,0.346,0,shale
2242,130.35,4.22,2.497,0.388,0,shale
2244,141.55,0.2,2.524,0.297,0,shale
2246,112.37,4.96,2.472,0.363,0,shale
2248,121.52,4.17,2.651,0.289,0,shale
2250,114.79,2.2,2.533,0.301,0,shale
2252,98.16,5.39,2.664,0.308,0,shale
2254,120.7,11.53,2.664,0.321,0,shale
2256,109.39,7.88,2.698,0.387,0,shale
2258,153.98,2.94,2.701,0.328,0,shale
2260,136.46,5.1,2.538,0.283,0,shale
2262,133.05,4.43,2.576,0.433,0,shale
2264,121.35,3.11,2.633,0.409,0,shale
2266,91.68,5.87,2.64,0.32,0,shale
2268,116.75,1.5,2.551,0.406,0,shale
2270,106.99,4.28,2.487,0.402,0,shale
2272,93.91,5.8,2.447,0.323,0,shale
2274,104.49,2.04,2.654,0.364,0,shale
2276,98.88,1.77,2.583,0.391,0,shale
2278,137.45,8.65,2.48,0.414,0,shale
2280,101.36,9.55,2.555,0.425,0,shale
2282,121.79,2.05,2.529,0.446,0,shale
2284,96.99,3.84,2.464,0.418,0,shale
2286,138.3,3.42,2.693,0.345,0,shale
2288,107.1,5.47,2.653,0.301,0,shale
2290,129.08,1.38,2.454,0.358,0,shale
2292,126.56,0.2,2.526,0.358,0,shale
2294,106.28,10.91,2.454,0.304,0,shale
2296,130.44,0.2,2.487,0.34,0,shale
2298,132.36,1.97,2.528,0.289,0,shale
2300,127.01,4.6,2.644,0.335,0,shale
2302,134.69,1.76,2.485,0.32,0,shale
2304,116.83,11.24,2.519,0.297,0,shale
2306,93.95,6.61,2.504,0.289,0,shale
2308,130.53,3.92,2.522,0.324,0,shale
2310,114.84,4.04,2.648,0.407,0,shale
2312,133.1,3.8,2.587,0.359,0,shale
2314,106.33,7.0,2.614,0.428,0,shale
2316,99.84,3.94,2.52,0.356,0,shale
2318,109.17,5.72,2.601,0.343,0,shale
2320,122.68,3.23,2.559,0.392,0,shale
2322,127.08,1.75,2.64,0.352,0,shale
2324,134.02,11.87,2.683,0.426,0,shale
2326,139.99,4.14,2.443,0.358,0,shale
2328,132.16,5.33,2.585,0.309,0,shale
2330,141.07,1.06,2.584,0.308,0,shale
2332,111.51,6.58,2.612,0.305,0,shale
2334,144.69,6.05,2.443,0.456,0,shale
2336,100.61,4.98,2.469,0.45,0,shale
2338,110.03,0.25,2.469,0.375,0,shale
2340,101.55,2.32,2.584,0.393,0,shale
2342,63.25,6.62,2.264,0.212,0,water
2344,64.8,2.85,2.35,0.304,0,water
2346,83.4,12.18,2.45,0.184,0,water
2348,75.26,2.27,2.493,0.207,0,water
2350,63.48,11.26,2.433,0.249,0,water
2352,45.32,5.3,2.273,0.197,0,water
2354,58.3,13.75,2.48,0.294,0,water
2356,85.88,16.25,2.413,0.207,0,water
2358,79.97,0.64,2.437,0.269,0,water
2360,55.57,8.85,2.46,0.222,0,water
2362,86.46,7.62,2.377,0.23,0,water
2364,58.16,2.16,2.328,0.282,0,water
2366,82.77,12.68,2.36,0.305,0,water
2368,46.89,8.34,2.412,0.258,0,water
2370,42.51,11.07,2.308,0.293,0,water
2372,74.49,0.84,2.445,0.296,0,water
2374,81.98,4.36,2.281,0.257,0,water
2376,61.36,7.1,2.28,0.258,0,water
2378,65.32,13.67,2.256,0.297,0,water
2380,66.31,2.69,2.426,0.217,0,water
2382,59.45,6.62,2.243,0.265,0,water
2384,49.05,14.16,2.467,0.191,0,water
2386,62.14,9.07,2.324,0.24,0,water
2388,52.8,0.2,2.343,0.195,0,water
2390,45.12,13.46,2.386,0.321,0,water
2392,66.59,4.75,2.366,0.297,0,water
2394,78.11,8.24,2.416,0.271,0,water
2396,79.91,2.97,2.327,0.293,0,water
2398,77.97,3.4,2.289,0.236,0,water
2400,70.05,14.16,2.251,0.246,0,water
2402,68.33,4.18,2.466,0.234,0,water
2404,46.87,15.56,2.242,0.289,0,water
2406,63.52,2.99,2.371,0.225,0,water
2408,81.12,9.31,2.41,0.301,0,water
2410,43.53,9.7,2.467,0.214,0,water
2412,65.96,11.37,2.481,0.307,0,water
2414,62.6,12.85,2.332,0.26,0,water
2416,58.65,13.73,2.263,0.233,0,water
2418,52.82,2.88,2.279,0.198,0,water
2420,55.03,3.77,2.474,0.183,0,water
2422,67.98,9.48,2.273,0.181,0,water
2424,63.43,3.13,2.356,0.234,0,water
2426,50.21,14.78,2.35,0.212,0,water
2428,64.15,6.61,2.509,0.217,0,water
2430,58.18,12.52,2.41,0.197,0,water
2432,47.2,11.91,2.271,0.22,0,water
2434,47.04,6.9,2.286,0.248,0,water
2436,82.32,2.44,2.347,0.224,0,water
2438,71.16,7.56,2.314,0.312,0,water
2440,82.07,2.99,2.444,0.275,0,water
2442,77.66,2.68,2.341,0.219,0,water
2444,51.33,5.22,2.405,0.223,0,water
2446,53.43,15.26,2.33,0.3,0,water
2448,62.38,7.0,2.264,0.299,0,water
2450,53.06,0.57,2.275,0.288,0,water
2452,86.56,10.95,2.521,0.306,0,water
2454,78.79,14.12,2.386,0.304,0,water
2456,50.78,8.28,2.417,0.28,0,water
2458,69.11,7.86,2.473,0.21,0,water
2460,68.73,11.73,2.485,0.28,0,water
2462,47.68,4.26,2.458,0.219,0,water
2464,61.38,8.13,2.481,0.315,0,water
2466,86.15,4.65,2.237,0.256,0,water
2468,61.68,15.6,2.43,0.263,0,water
2470,72.17,8.53,2.33,0.266,0,water
2472,47.07,0.2,2.366,0.286,0,water
2474,67.68,1.4,2.332,0.214,0,water
2476,65.52,3.41,2.291,0.291,0,water
2478,81.98,11.76,2.434,0.209,0,water
2480,76.83,15.37,2.313,0.247,0,water
2482,60.48,7.06,2.486,0.259,0,water
2484,61.77,6.79,2.419,0.306,0,water
2486,73.7,13.57,2.254,0.222,0,water
2488,71.39,17.04,2.289,0.231,0,water
2490,59.46,8.95,2.474,0.288,0,water
2492,59.55,5.5,2.306,0.259,0,water
2494,62.71,16.45,2.296,0.296,0,water
2496,57.38,0.26,2.303,0.235,0,water
2498,66.27,10.81,2.459,0.288,0,water
2500,45.4,8.14,2.438,0.18,0,water
2502,83.21,10.45,2.447,0.291,0,water
2504,70.29,10.05,2.321,0.251,0,water
2506,73.06,8.2,2.29,0.294,0,water
2508,77.32,9.79,2.46,0.198,0,water
2510,49.24,12.92,2.257,0.256,0,water
2512,61.54,13.13,2.252,0.211,0,water
2514,65.83,13.45,2.281,0.227,0,water
2516,56.07,6.03,2.497,0.258,0,water
2518,62.94,10.77,2.44,0.216,0,water
2520,48.43,11.49,2.509,0.241,0,water
2522,49.02,8.1,2.423,0.308,0,water
2524,64.88,6.56,2.486,0.306,0,water
2526,82.29,10.28,2.484,0.223,0,water
2528,57.95,13.38,2.312,0.302,0,water
2530,72.77,5.35,2.467,0.201,0,water
2532,85.0,11.75,2.327,0.19,0,water
2534,86.53,13.63,2.322,0.232,0,water
2536,56.78,8.02,2.319,0.246,0,water
2538,48.27,2.66,2.34,0.279,0,water
2540,64.99,4.94,2.236,0.205,0,water
2542,76.99,4.16,2.283,0.261,0,water
2544,44.99,12.31,2.41,0.225,0,water
2546,78.57,4.11,2.42,0.22,0,water
2548,64.68,3.61,2.504,0.279,0,water
2550,56.6,9.11,2.251,0.234,0,water
2552,52.3,15.26,2.3,0.273,0,water
2554,84.78,6.41,2.482,0.179,0,water
2556,72.6,4.53,2.298,0.29,0,water
2558,75.68,9.27,2.37,0.166,0,water
2560,60.1,10.64,2.416,0.202,0,water
2562,57.09,2.55,2.285,0.243,0,water
2564,122.88,9.97,2.495,0.415,0,shale
2566,132.99,0.2,2.679,0.331,0,shale
2568,101.99,10.52,2.642,0.318,0,shale
2570,119.59,5.58,2.469,0.342,0,shale
2572,91.51,6.87,2.59,0.345,0,shale
2574,128.66,1.66,2.494,0.38,0,shale
2576,103.08,2.5,2.504,0.303,0,shale
2578,141.95,7.21,2.46,0.394,0,shale
2580,106.45,1.08,2.558,0.358,0,shale
2582,119.45,0.7,2.559,0.337,0,shale
2584,134.8,2.64,2.649,0.295,0,shale
2586,148.82,10.86,2.561,0.449,0,shale
2588,102.25,5.58,2.598,0.339,0,shale
2590,125.5,11.24,2.57,0.32,0,shale
2592,101.88,6.91,2.557,0.385,0,shale
2594,119.43,6.34,2.482,0.296,0,shale
2596,103.62,6.99,2.543,0.378,0,shale
2598,141.02,0.58,2.443,0.389,0,shale
2600,146.22,3.74,2.599,0.356,0,shale
2602,143.95,8.47,2.459,0.423,0,shale
2604,123.65,12.07,2.515,0.298,0,shale
2606,141.63,5.75,2.497,0.375,0,shale
2608,94.82,0.2,2.48,0.356,0,shale
2610,113.54,3.21,2.604,0.305,0,shale
2612,123.09,0.2,2.552,0.445,0,shale
2614,111.87,8.3,2.697,0.381,0,shale
2616,89.08,8.75,2.565,0.292,0,shale
2618,120.35,8.55,2.475,0.328,0,shale
2620,99.36,5.36,2.497,0.303,0,shale
2622,133.81,5.9,2.61,0.425,0,shale
2624,140.49,8.41,2.685,0.339,0,shale
2626,112.91,0.2,2.67,0.398,0,shale
2628,104.06,0.2,2.562,0.373,0,shale
2630,130.2,0.2,2.538,0.36,0,shale
2632,104.86,3.25,2.434,0.381,0,shale
2634,133.59,8.49,2.676,0.294,0,shale
2636,142.2,1.33,2.555,0.337,0,shale
2638,105.79,4.91,2.618,0.349,0,shale
2640,126.3,3.28,2.566,0.421,0,shale
2642,144.74,9.55,2.483,0.337,0,shale
2644,145.46,1.94,2.548,0.428,0,shale
2646,135.56,0.2,2.601,0.296,0,shale
2648,131.23,7.02,2.491,0.455,0,shale
2650,124.53,3.74,2.68,0.419,0,shale
2652,120.29,3.17,2.612,0.291,0,shale
2654,142.69,0.2,2.58,0.366,0,shale
2656,149.98,2.64,2.543,0.397,0,shale
2658,146.4,9.11,2.593,0.396,0,shale
2660,135.7,0.2,2.543,0.392,0,shale
2662,138.17,4.75,2.575,0.329,0,shale
2664,109.76,6.52,2.491,0.45,0,shale
2666,96.35,6.26,2.65,0.302,0,shale
2668,144.28,5.03,2.565,0.305,0,shale
2670,100.19,5.67,2.556,0.317,0,shale
2672,109.0,7.85,2.603,0.392,0,shale
2674,122.36,4.3,2.653,0.394,0,shale
2676,86.86,5.13,2.495,0.443,0,shale
2678,132.26,0.2,2.46,0.343,0,shale
2680,92.36,4.06,2.623,0.285,0,shale
2682,129.99,4.0,2.616,0.389,0,shale
2684,132.14,7.57,2.607,0.375,0,shale
2686,100.85,11.92,2.6,0.3,0,shale
2688,127.88,11.56,2.451,0.298,0,shale
2690,114.76,3.22,2.452,0.413,0,shale
2692,137.5,4.55,2.666,0.297,0,shale
2694,93.95,7.0,2.474,0.378,0,shale
2696,126.67,4.77,2.71,0.401,0,shale
2698,135.25,4.06,2.585,0.286,0,shale
2700,111.67,3.9,2.633,0.371,0,shale
2702,128.19,0.2,2.588,0.373,0,shale
2704,117.39,2.41,2.631,0.379,0,shale
2706,106.49,3.69,2.573,0.32,0,shale
2708,112.55,4.75,2.612,0.383,0,shale
2710,112.52,0.2,2.71,0.338,0,shale
2712,143.9,4.46,2.498,0.354,0,shale
2714,146.24,1.92,2.632,0.423,0,shale
2716,99.95,3.96,2.469,0.423,0,shale
2718,101.88,5.77,2.441,0.327,0,shale
2720,96.79,6.42,2.62,0.379,0,shale
2722,126.19,7.76,2.644,0.339,0,shale
2724,92.02,3.34,2.571,0.356,0,shale
2726,97.15,5.03,2.636,0.419,0,shale
2728,133.89,3.58,2.686,0.33,0,shale
2730,129.64,4.53,2.658,0.292,0,shale
2732,138.84,4.73,2.544,0.364,0,shale
2734,136.93,2.33,2.477,0.34,0,shale
2736,150.52,2.06,2.662,0.339,0,shale
2738,117.18,8.88,2.604,0.317,0,shale
2740,114.94,8.28,2.672,0.423,0,shale
2742,121.34,5.8,2.476,0.393,0,shale
2744,143.1,1.16,2.639,0.365,0,shale
2746,116.31,3.75,2.53,0.304,0,shale
2748,127.39,1.3,2.492,0.356,0,shale
2750,123.24,4.19,2.493,0.321,0,shale
2752,98.82,4.83,2.676,0.424,0,shale
2754,101.34,5.14,2.68,0.308,0,shale
2756,132.87,0.2,2.707,0.31,0,shale
2758,139.42,0.2,2.654,0.286,0,shale
2760,148.63,6.38,2.623,0.33,0,shale
2762,116.59,1.85,2.466,0.414,0,shale
2764,145.26,4.86,2.536,0.436,0,shale
2766,133.36,5.4,2.69,0.425,0,shale
2768,102.69,0.2,2.661,0.375,0,shale
2770,129.38,0.2,2.614,0.366,0,shale
2772,122.42,7.39,2.633,0.312,0,shale
2774,109.75,7.01,2.54,0.401,0,shale
2776,85.96,4.57,2.696,0.318,0,shale
2778,109.67,4.58,2.522,0.446,0,shale
2780,119.71,7.21,2.494,0.413,0,shale
2782,120.14,8.9,2.546,0.33,0,shale
2784,150.79,2.49,2.692,0.368,0,shale
2786,141.54,4.24,2.593,0.402,0,shale
2788,131.36,0.2,2.703,0.41,0,shale
2790,123.73,0.2,2.66,0.358,0,shale
2792,104.83,7.05,2.475,0.354,0,shale
2794,93.74,4.46,2.63,0.418,0,shale
2796,53.3,35.8,2.325,0.208,1,transition
2798,73.83,27.06,2.389,0.12,1,transition
2800,73.47,26.41,2.379,0.154,0,transition
2802,69.01,20.54,2.184,0.146,0,transition
2804,60.69,21.82,2.201,0.151,0,transition
2806,74.71,13.81,2.383,0.117,0,transition
2808,59.84,46.74,2.239,0.241,1,transition
2810,77.71,48.64,2.346,0.197,0,transition
2812,58.28,23.31,2.339,0.131,0,transition
2814,79.44,49.12,2.332,0.152,1,transition
2816,67.11,20.85,2.366,0.165,1,transition
2818,54.47,33.58,2.295,0.172,0,transition
2820,53.34,48.55,2.239,0.165,0,transition
2822,54.89,16.44,2.297,0.182,0,transition
2824,47.65,47.0,2.269,0.196,0,transition
2826,58.43,35.02,2.158,0.184,0,transition
2828,45.99,22.2,2.349,0.133,1,transition
2830,73.58,16.36,2.273,0.153,0,transition
2832,63.12,15.44,2.174,0.226,1,transition
2834,51.96,18.51,2.376,0.205,1,transition
2836,47.95,221.32,2.045,0.112,1,gas
2838,44.2,156.67,1.925,0.115,1,gas
2840,25.04,115.83,2.094,0.106,1,gas
2842,44.53,118.05,1.966,0.073,1,gas
2844,34.8,254.83,2.008,0.04,1,gas
2846,19.38,124.08,1.94,0.085,1,gas
2848,36.14,261.2,1.891,0.067,1,gas
2850,26.71,102.93,1.966,0.053,1,gas
2852,28.87,151.01,2.039,0.112,1,gas
2854,22.85,227.75,1.857,0.032,1,gas
2856,22.65,207.75,1.916,0.14,1,gas
2858,43.46,119.87,1.916,0.066,1,gas
2860,15.28,244.99,1.933,0.094,1,gas
2862,45.89,92.36,1.97,0.035,1,gas
2864,30.94,91.66,2.11,0.073,1,gas
2866,34.5,190.47,2.112,0.113,1,gas
2868,44.82,166.15,2.087,0.058,1,gas
2870,32.09,149.07,2.02,0.095,1,gas
2872,26.09,147.35,1.965,0.038,1,gas
2874,30.77,269.07,1.936,0.075,1,gas
2876,17.51,156.41,1.843,0.048,1,gas
2878,18.02,86.05,2.003,0.062,1,gas
2880,26.54,104.85,2.045,0.025,1,gas
2882,28.42,234.67,1.91,0.097,1,gas
2884,46.14,296.59,1.939,0.128,1,gas
2886,27.92,102.9,2.15,0.1,1,gas
2888,25.44,239.49,2.13,0.104,1,gas
2890,18.62,105.14,2.099,0.078,1,gas
2892,48.27,256.26,2.1,0.101,1,gas
2894,21.62,203.6,2.122,0.06,1,gas
2896,30.28,244.75,1.999,0.029,1,gas
2898,22.23,298.55,1.949,0.113,1,gas
2900,35.18,97.58,2.003,0.069,1,gas
2902,30.4,105.65,2.134,0.098,1,gas
2904,16.61,161.87,2.02,0.068,1,gas
2906,38.69,143.11,2.108,0.104,1,gas
2908,32.23,249.43,2.017,0.048,1,gas
2910,19.48,107.63,1.871,0.088,1,gas
2912,37.12,234.93,1.947,0.092,1,gas
2914,21.73,177.25,1.919,0.102,1,gas
2916,25.28,229.73,2.04,0.054,1,gas
2918,57.62,1.14,2.473,0.28,0,water
2920,59.08,7.34,2.471,0.201,0,water
2922,52.52,4.83,2.488,0.283,0,water
2924,78.77,14.94,2.394,0.291,0,water
2926,77.91,6.79,2.531,0.2,0,water
2928,57.88,4.69,2.427,0.261,0,water
2930,57.53,11.67,2.374,0.19,0,water
2932,50.14,15.37,2.291,0.31,0,water
2934,59.88,13.91,2.352,0.263,0,water
2936,52.51,2.89,2.381,0.221,0,water
2938,80.5,5.39,2.351,0.215,0,water
2940,72.75,1.51,2.358,0.26,0,water
2942,48.53,1.58,2.305,0.202,0,water
2944,53.49,3.3,2.294,0.262,0,water
2946,63.74,11.46,2.428,0.239,0,water
2948,69.21,5.22,2.432,0.3,0,water
2950,58.33,1.58,2.447,0.234,0,water
2952,80.47,0.2,2.271,0.309,0,water
2954,64.91,8.1,2.36,0.209,0,water
2956,57.49,13.69,2.307,0.293,0,water
2958,48.57,10.17,2.372,0.311,0,water
2960,53.68,6.85,2.271,0.199,0,water
2962,82.03,7.05,2.404,0.23,0,water
2964,59.94,3.24,2.282,0.303,0,water
2966,52.67,2.21,2.443,0.204,0,water
2968,70.82,9.9,2.515,0.269,0,water
2970,79.74,5.54,2.476,0.253,0,water
2972,51.43,7.94,2.305,0.274,0,water
2974,72.55,3.12,2.471,0.317,0,water
2976,82.1,9.17,2.34,0.285,0,water
2978,61.16,11.8,2.43,0.256,0,water
2980,49.06,14.54,2.273,0.288,0,water
2982,58.93,9.57,2.373,0.315,0,water
2984,72.78,0.2,2.419,0.314,0,water
2986,50.05,13.57,2.476,0.291,0,water
2988,79.01,1.19,2.324,0.271,0,water
2990,60.16,4.72,2.297,0.238,0,water
2992,46.79,13.99,2.331,0.259,0,water
2994,50.79,16.62,2.385,0.193,0,water
2996,83.02,10.14,2.304,0.26,0,water
2998,69.25,3.81,2.44,0.272,0,water
3000,72.69,15.83,2.279,0.229,0,water
3002,73.16,14.35,2.298,0.264,0,water
3004,55.13,5.83,2.266,0.242,0,water
3006,46.59,12.64,2.3,0.184,0,water
3008,48.1,10.69,2.232,0.247,0,water
3010,76.5,2.77,2.486,0.313,0,water
3012,54.09,0.66,2.407,0.222,0,water
3014,78.21,5.71,2.404,0.2,0,water
3016,48.91,3.13,2.435,0.174,0,water
3018,62.53,8.05,2.427,0.186,0,water
3020,55.63,1.67,2.471,0.244,0,water
3022,43.03,13.71,2.402,0.188,0,water
3024,82.67,8.4,2.261,0.275,0,water
3026,81.25,0.2,2.428,0.219,0,water
3028,76.85,10.48,2.475,0.267,0,water
3030,67.07,0.99,2.309,0.287,0,water
3032,69.26,10.28,2.246,0.243,0,water
3034,56.4,6.95,2.257,0.315,0,water
3036,59.46,6.54,2.499,0.256,0,water
3038,48.66,10.95,2.309,0.306,0,water
3040,63.4,0.75,2.454,0.295,0,water
3042,58.14,15.02,2.395,0.199,0,water
3044,62.98,0.2,2.465,0.209,0,water
3046,84.38,17.49,2.341,0.326,0,water
3048,60.15,18.79,2.468,0.265,0,water
3050,79.48,0.2,2.415,0.294,0,water
3052,53.16,8.96,2.359,0.239,0,water
3054,56.9,3.64,2.257,0.316,0,water
3056,80.94,15.64,2.495,0.222,0,water
3058,56.43,10.03,2.427,0.204,0,water
3060,50.42,6.95,2.462,0.179,0,water
3062,78.6,9.62,2.262,0.311,0,water
3064,48.1,8.48,2.276,0.274,0,water
3066,83.72,12.53,2.426,0.255,0,water
3068,68.2,11.96,2.439,0.256,0,water
3070,63.19,13.11,2.415,0.204,0,water
3072,66.02,6.52,2.479,0.257,0,water
3074,60.8,6.54,2.357,0.232,0,water
3076,79.08,8.41,2.412,0.306,0,water
3078,47.63,13.58,2.38,0.215,0,water
3080,76.21,6.89,2.35,0.191,0,water
3082,49.57,8.03,2.381,0.217,0,water
3084,74.79,11.82,2.345,0.214,0,water
3086,68.05,2.47,2.316,0.237,0,water
3088,84.48,13.73,2.472,0.288,0,water
3090,48.65,2.06,2.302,0.308,0,water
3092,51.23,3.31,2.455,0.185,0,water
3094,46.8,1.3,2.429,0.258,0,water
3096,18.85,105.91,2.049,0.074,1,gas
3098,14.7,136.35,1.998,0.044,1,gas
3100,45.69,105.1,2.014,0.117,1,gas
3102,25.47,190.26,1.915,0.094,1,gas
3104,38.94,130.72,2.017,0.022,1,gas
3106,47.37,234.44,2.011,0.047,1,gas
3108,22.65,108.98,2.028,0.088,1,gas
3110,19.98,281.05,1.983,0.082,1,gas
3112,30.39,170.74,2.126,0.07,1,gas
3114,27.02,236.65,1.893,0.094,1,gas
3116,43.22,205.36,2.017,0.108,1,gas
3118,49.39,118.7,1.971,0.095,1,gas
3120,47.0,123.07,2.138,0.077,1,gas
3122,22.81,83.91,2.019,0.089,1,gas
3124,35.77,204.98,1.868,0.056,1,gas
3126,15.22,182.69,2.04,0.062,1,gas
3128,19.21,106.18,2.101,0.078,1,gas
3130,42.25,133.04,1.926,0.075,1,gas
3132,50.82,292.25,1.899,0.061,1,gas
3134,43.65,88.61,1.909,0.085,1,gas
3136,28.06,197.05,1.981,0.127,1,gas
3138,40.33,276.64,2.11,0.108,1,gas
3140,46.48,179.66,2.04,0.058,1,gas
3142,33.5,78.71,2.129,0.038,1,gas
3144,38.6,114.28,2.129,0.088,1,gas
3146,27.62,286.16,2.083,0.056,1,gas
3148,26.56,206.3,2.043,0.01,1,gas
3150,27.84,263.11,1.932,0.067,1,gas
3152,42.35,100.16,2.068,0.054,1,gas
3154,44.95,234.77,1.936,0.04,1,gas
3156,27.88,257.6,2.054,0.019,1,gas
3158,14.02,228.67,1.946,0.084,1,gas
3160,26.76,122.55,2.067,0.124,1,gas
3162,15.0,227.11,1.949,0.058,1,gas
3164,38.24,175.51,1.899,0.062,1,gas
3166,20.83,239.14,2.114,0.106,1,gas
3168,50.0,145.09,2.023,0.122,1,gas
3170,47.21,79.77,2.12,0.031,1,gas
3172,28.35,122.9,2.124,0.076,1,gas
3174,26.33,194.78,2.063,0.03,1,gas
3176,27.25,113.46,2.032,0.056,1,gas
3178,25.46,158.03,2.049,0.088,1,gas
3180,26.11,91.84,1.972,0.104,1,gas
3182,18.52,177.42,1.885,0.088,1,gas
3184,20.97,298.22,2.066,0.096,1,gas
3186,33.5,281.58,1.889,0.106,1,gas
3188,22.19,117.53,2.12,0.056,1,gas
3190,30.06,196.83,1.967,0.057,1,gas
3192,25.14,118.28,1.878,0.032,1,gas
3194,16.85,128.02,2.052,0.042,1,gas
3196,40.89,150.02,1.931,0.081,1,gas
3198,40.16,245.99,1.969,0.086,1,gas
3200,20.99,284.59,1.939,0.103,1,gas
3202,26.96,96.96,2.078,0.131,1,gas
3204,25.28,147.5,1.887,0.036,1,gas
3206,23.11,165.03,2.034,0.022,1,gas
3208,34.22,239.31,2.142,0.038,1,gas
3210,31.24,217.58,2.001,0.035,1,gas
3212,25.68,161.38,2.024,0.104,1,gas
3214,15.93,179.24,1.989,0.02,1,gas
3216,17.71,234.38,2.124,0.089,1,gas
3218,20.2,297.08,1.872,0.112,1,gas
3220,48.63,147.33,1.929,0.026,1,gas
3222,42.74,162.53,2.061,0.043,1,gas
3224,20.0,269.5,1.924,0.021,1,gas
3226,27.41,255.1,1.898,0.125,1,gas
3228,24.26,251.59,1.889,0.007,1,gas
3230,16.76,257.94,1.942,0.085,1,gas
3232,18.79,167.61,1.924,0.079,1,gas
3234,21.25,225.13,2.127,0.036,1,gas
3236,44.56,280.02,2.045,0.088,1,gas
3238,19.86,160.87,1.978,0.036,1,gas
3240,23.93,269.53,2.037,0.056,1,gas
3242,32.07,133.17,2.047,0.095,1,gas
3244,39.77,146.94,2.008,0.031,1,gas
3246,19.94,131.56,1.945,0.007,1,gas
3248,32.18,171.25,1.976,0.136,1,gas
3250,23.49,127.57,2.031,0.038,1,gas
3252,48.71,104.71,2.106,0.119,1,gas
3254,32.67,236.37,2.046,0.121,1,gas
3256,18.04,237.88,2.024,0.114,1,gas
3258,35.84,92.32,2.043,0.067,1,gas
3260,28.64,207.19,1.96,0.038,1,gas
3262,50.13,255.38,2.124,0.079,1,gas
3264,24.92,150.06,2.121,0.093,1,gas
3266,41.61,197.71,1.945,0.055,1,gas
3268,24.16,143.05,1.924,0.021,1,gas
3270,44.05,88.37,2.096,0.116,1,gas
3272,47.39,282.87,2.08,0.117,1,gas
3274,45.0,274.03,1.876,0.116,1,gas
3276,36.05,137.83,2.046,0.075,1,gas
3278,36.13,283.62,2.159,0.098,1,gas
3280,37.12,216.67,1.991,0.087,1,gas
3282,37.6,121.03,2.054,0.053,1,gas
3284,24.96,248.04,2.172,0.103,1,gas
3286,48.95,94.7,1.988,0.124,1,gas
3288,22.01,217.53,1.918,0.104,1,gas
3290,38.85,176.79,1.876,0.104,1,gas
3292,18.87,112.03,2.025,0.029,1,gas
3294,50.36,234.47,1.978,0.094,1,gas
3296,24.45,195.56,2.137,0.096,1,gas
3298,42.02,298.87,2.068,0.016,1,gas
3300,53.93,108.73,2.086,0.08,1,gas
3302,18.0,152.86,2.113,0.025,1,gas
3304,24.67,197.28,2.132,0.041,1,gas
3306,35.94,248.94,1.915,0.096,1,gas
3308,38.83,146.09,2.057,0.028,1,gas
3310,25.33,141.59,1.851,0.123,1,gas
3312,43.23,168.93,1.91,0.093,1,gas
3314,32.74,127.42,2.099,0.1,1,gas
3316,107.31,0.2,2.624,0.384,0,shale
3318,140.3,2.89,2.678,0.387,0,shale
3320,147.81,2.01,2.59,0.356,0,shale
3322,123.57,7.37,2.675,0.422,0,shale
3324,98.71,0.34,2.537,0.335,0,shale
3326,125.95,10.97,2.689,0.385,0,shale
3328,131.76,8.03,2.66,0.397,0,shale
3330,151.79,4.86,2.581,0.425,0,shale
3332,133.67,6.2,2.511,0.367,0,shale
3334,101.96,5.98,2.464,0.378,0,shale
3336,125.84,0.78,2.554,0.44,0,shale
3338,94.13,4.37,2.587,0.344,0,shale
3340,109.11,0.2,2.467,0.302,0,shale
3342,90.72,3.01,2.6,0.408,0,shale
3344,93.14,1.35,2.665,0.313,0,shale
3346,113.42,7.36,2.597,0.283,0,shale
